Date,Time,CED_METER_READING,CED_DAILY CONS.,Oven_METER _READING,Oven_DAILY _CONS.,PT_METER READING,PT_DAILY CONS.,REC_METER_READING,REC_DAILY_CONS.,CH1_METER READING,CH1_DAILY_CONS.,CH2_METER_READING,CH2_DAILY_CONS.,GasFlow_MR_kg,GasFlow_DC_kg
4/29/2020,5:12:15,263683,39,0,0,128865,0,121662,0,28981,1,870010,238,2770.079,0
4/29/2020,13:42:14,263730,47,0,0,128865,0,121662,0,28983,2,870453,443,2770.079,0
4/29/2020,22:12:14,263777,47,285669,285669,128865,0,121662,0,28986,3,871068,612,2770.079,0
4/30/2020,5:12:12,263815,38,285669,0,128865,0,121662,0,28987,1,871324,259,2770.079,0
4/30/2020,13:42:13,263862,47,285669,0,128865,0,121662,0,28989,2,871732,403,2770.079,0
4/30/2020,22:12:12,263909,47,285669,0,128865,0,121662,0,28991,2,872442,714,2770.079,0
5/1/2020,5:12:11,263947,38,285669,0,128865,0,121662,0,28993,2,872703,257,2770.079,0
5/1/2020,13:42:11,263995,48,285669,0,128865,0,121662,0,28995,2,873220,521,2770.079,0
5/1/2020,22:12:11,264042,47,285669,0,128865,0,121662,0,28997,2,874074,849,2770.079,0
5/2/2020,5:12:09,264081,39,285669,0,128865,0,121662,0,28999,2,874323,253,2770.079,0
5/2/2020,13:42:10,264128,47,285669,0,128865,0,121662,0,29001,2,874766,438,2770.079,0
5/2/2020,22:12:09,264175,47,285669,0,128865,0,121662,0,29003,2,875366,605,2770.079,0
5/3/2020,5:12:09,264214,39,285669,0,128865,0,121662,0,29005,2,875634,264,2770.079,0
5/3/2020,13:42:08,264268,54,285675,6,128881,16,121662,0,29007,2,876096,456,2770.079,0
5/3/2020,22:12:17,264302,34,0,4294681621,128882,1,121662,0,29008,1,876489,399,2770.079,0
5/4/2020,5:12:16,264349,47,0,0,128882,0,121662,0,29010,2,876605,119,2770.079,0
5/4/2020,13:42:16,264407,58,285683,285683,128882,0,121662,0,29012,2,877011,401,2770.079,0
5/4/2020,22:12:15,264468,60,285706,23,128893,11,121662,0,29014,2,877492,486,2770.776,0.6970215
5/5/2020,5:12:15,264514,47,285713,7,128896,3,121662,0,29016,2,877610,118,2770.776,0
5/5/2020,13:42:14,264577,63,285722,8,128909,13,121662,0,29018,2,878457,847,2770.776,0
5/5/2020,22:12:13,264642,65,285730,9,128921,12,121662,0,29020,2,879052,595,2770.776,0
5/6/2020,5:12:13,264691,48,285737,7,128924,3,121662,0,29022,2,879173,121,2770.776,0
5/6/2020,13:42:13,264752,61,285746,9,128931,7,121662,0,29024,2,879857,679,2770.776,0
5/6/2020,22:12:12,264816,64,285755,8,128935,4,121662,0,29026,2,880588,735,2770.776,0
5/7/2020,5:12:12,264865,48,285762,8,128938,3,121662,0,29028,2,880975,387,2770.776,0
5/7/2020,13:42:11,264926,62,285770,8,128941,3,121662,0,29030,2,881384,404,2770.776,0
5/7/2020,22:12:10,264987,61,285778,8,128944,3,121662,0,29032,2,882182,798,2770.776,0
5/8/2020,5:12:10,265034,47,285786,7,128946,2,121662,0,29033,1,882542,364,2770.776,0
5/8/2020,13:42:09,265092,58,285794,9,129000,53,121662,0,29036,3,883065,518,2770.776,0
5/8/2020,22:12:09,265150,58,285803,9,129019,20,121662,0,29038,2,884087,1022,2770.776,0
5/9/2020,5:12:08,265197,47,285810,7,129022,3,121662,0,29039,1,884479,392,2770.776,0
5/9/2020,13:42:08,265280,83,286063,252,129207,184,121834,170,29041,2,885556,1071,2873.026,101.6052
5/9/2020,22:12:07,265357,77,286551,487,129267,61,121937,104,29044,3,887032,1485,2955.349,82.96777
5/10/2020,5:12:07,265404,47,286684,134,129267,0,121937,0,29045,1,887506,469,2955.349,0
5/10/2020,13:42:06,265454,50,286689,5,129267,0,121937,0,29047,2,887908,406,2955.349,0
5/10/2020,22:12:06,265511,57,286698,9,129267,0,121937,0,29049,2,888378,470,2955.349,0
5/11/2020,5:12:05,265558,47,286705,7,129267,0,121937,0,29051,2,888579,201,2955.349,0
5/11/2020,13:42:05,265616,58,286714,9,129267,0,121937,0,29053,2,888987,404,2955.349,0
5/11/2020,22:12:05,265672,56,286723,9,129268,1,121937,0,29055,2,889766,779,2955.349,0
5/12/2020,5:12:04,265717,45,286730,7,129268,0,121937,0,29057,2,890050,288,2955.349,0
5/12/2020,13:42:03,265774,57,286738,8,129269,1,121937,0,29059,2,890544,494,2955.349,0
5/12/2020,22:12:03,265836,61,286747,9,129272,3,121937,0,29061,2,891341,793,2955.349,0
5/13/2020,5:12:02,265885,50,286754,7,129304,31,121937,0,29063,2,891771,434,2955.349,0
5/13/2020,13:42:02,265984,99,287150,394,129506,202,122189,252,29065,2,892903,1132,3117.64,162.2915
5/13/2020,22:12:01,266045,61,287553,405,129509,3,122189,0,29067,2,893473,566,3117.64,0
5/14/2020,5:12:01,266094,49,287560,7,129512,3,122189,0,29069,2,893860,390,3117.64,0
5/14/2020,13:42:00,266154,60,287565,5,129514,2,122189,0,29071,2,894405,545,3117.64,0
5/14/2020,22:11:58,266168,14,287571,6,129516,2,122189,0,29071,0,894618,213,3117.64,0
5/15/2020,5:11:57,266215,47,287578,7,129552,35,122189,0,29073,2,895033,411,3117.64,0
5/15/2020,13:41:57,266320,105,288014,434,129749,198,122399,210,29075,2,896302,1262,3302.576,184.9358
5/15/2020,22:11:55,266383,63,288526,514,129751,2,122399,0,29077,2,897332,1038,3302.576,0
5/16/2020,5:11:56,266432,49,288534,8,129754,3,122399,0,29079,2,897747,415,3302.576,0
5/16/2020,13:41:55,266495,63,288542,8,129757,3,122399,0,29081,2,898520,773,3302.576,0
5/16/2020,22:11:55,266558,63,288551,9,129760,3,122399,0,29083,2,899526,1001,3302.576,0
5/17/2020,5:11:55,266607,49,288558,7,129762,2,122399,0,29085,2,900045,518,3302.576,0
5/17/2020,13:41:54,266671,64,288567,9,129765,3,122399,0,29087,2,900901,849,3302.576,0
5/17/2020,22:11:53,266731,59,288576,9,129767,2,122399,0,29089,2,901926,1035,3302.576,0
5/18/2020,5:11:53,266779,49,288583,7,129806,39,122399,0,29090,1,902346,416,3302.576,0
5/18/2020,13:41:53,266876,97,288944,360,129998,192,122601,202,29092,2,903743,1390,3472.501,169.925
5/18/2020,22:11:52,266940,63,289457,512,130000,2,122601,0,29095,3,904994,1261,3472.501,0
5/19/2020,5:11:52,266991,51,289525,70,130003,3,122601,0,29096,1,905413,419,3472.501,0
5/19/2020,13:41:51,267050,60,289534,9,130004,1,122601,0,29098,2,906196,778,3472.501,0
5/19/2020,22:11:51,267110,60,289543,9,130006,2,122601,0,29100,2,907262,1066,3472.501,0
5/20/2020,5:11:50,267159,49,289550,7,130035,28,122601,0,29102,2,907627,367,3472.501,0
5/20/2020,13:41:50,267258,99,289954,402,130250,216,122766,165,29104,2,908755,1124,3677.239,203.7673
5/20/2020,22:11:50,267328,70,290437,483,130272,22,122799,33,29106,2,910168,1409,3729.78,53.51123
5/21/2020,5:11:49,267376,48,290634,199,130274,2,122799,0,29108,2,910663,502,3729.78,0
5/21/2020,13:41:49,267435,59,290643,9,130277,3,122799,0,29110,2,911435,767,3729.78,0
5/21/2020,22:11:48,267499,64,290652,9,130279,2,122799,0,29112,2,912781,1351,3729.78,0
5/22/2020,5:11:48,267547,48,290659,7,130281,2,122799,0,29114,2,913278,492,3729.78,0
5/22/2020,13:41:48,267638,91,290974,313,130499,217,122981,182,29116,2,914653,1373,3881.914,151.1675
5/22/2020,22:11:48,267711,73,291384,412,130542,44,123064,83,29117,1,915053,405,3958.04,77.09253
5/23/2020,5:11:47,267758,46,291391,7,130544,2,123064,0,29118,1,915055,2,3958.04,0
5/23/2020,13:41:47,267826,69,291564,172,130733,188,123161,96,29221,102,915055,0,4033.063,74.05176
5/23/2020,22:11:46,267901,75,292038,473,130789,57,123255,95,29247,27,916593,1528,4116.101,83.76587
5/24/2020,5:11:45,267949,48,292243,207,130791,2,123255,0,29247,0,917101,513,4116.101,0
5/24/2020,13:41:46,268015,65,292252,9,130794,3,123255,0,29247,0,917698,600,4116.101,0
5/24/2020,22:11:46,268074,59,292261,9,130796,2,123255,0,29247,0,917698,0,4116.101,0
5/25/2020,5:11:45,268124,50,292268,7,130799,3,123255,0,29247,0,917698,0,4116.101,0
5/25/2020,13:41:45,268219,94,292583,314,131011,211,123464,208,29247,0,917698,0,4271.436,154.3599
5/25/2020,22:11:45,268295,76,293056,472,131061,51,123552,89,29247,0,917698,0,4350.1,79.39551
5/26/2020,5:11:45,268345,51,293353,299,131063,2,123552,0,29247,0,917698,0,4350.1,0
5/26/2020,13:41:44,268437,92,293672,317,131249,185,123762,209,29247,0,917698,0,4512.624,161.5542
5/26/2020,22:11:44,268514,77,294144,472,131310,62,123842,81,29247,0,917698,0,4599.681,88.02734
5/27/2020,5:11:44,268564,49,294432,289,131312,2,123842,0,29247,0,917698,0,4599.681,0
5/27/2020,13:41:42,268655,92,294739,305,131502,189,124034,191,29247,0,917698,0,4753.568,152.916
5/27/2020,22:11:42,268730,75,295147,409,131565,64,124093,60,29247,0,917698,0,4835.431,82.8335
5/28/2020,5:11:41,268777,47,295155,8,131568,3,124093,0,29247,0,917698,0,4835.431,0
5/28/2020,13:41:40,268861,83,295437,280,131754,185,124281,186,29247,0,917698,0,4969.157,132.7568
5/28/2020,22:11:40,268928,67,295685,249,131814,61,124359,79,0,4294938049,0,4294049598,5061.007,92.81934
5/29/2020,5:11:39,268974,45,295692,7,131817,3,124359,0,0,0,0,0,5061.007,0
5/29/2020,13:41:38,269075,102,295987,293,132005,187,124587,227,0,0,0,0,5202.229,140.2485
5/29/2020,22:11:38,269146,71,296478,490,132062,58,124657,71,0,0,0,0,5270.436,68.93555
5/30/2020,5:11:37,269194,47,296522,46,132064,2,124657,0,0,0,0,0,5270.436,0
5/30/2020,13:41:36,269280,87,296841,318,132282,217,124880,221,0,0,0,0,5427.018,155.8477
5/30/2020,22:11:35,269352,72,297206,366,132327,46,124963,85,0,0,0,0,5503.831,77.54785
5/31/2020,5:11:35,269397,45,297214,8,132331,4,124963,0,0,0,0,0,5503.831,0
5/31/2020,13:41:34,269461,64,297222,8,132336,5,124963,0,0,0,0,0,5503.831,0
5/31/2020,22:11:33,269518,57,297231,9,132340,4,124963,0,0,0,0,0,5503.831,0
6/1/2020,5:11:33,269564,46,297239,8,132346,6,124963,0,0,0,0,0,5503.831,0
6/1/2020,13:41:32,269655,91,297546,306,132558,211,125168,204,0,0,0,0,5649.394,144.5923
6/1/2020,22:11:31,269725,70,298039,492,132597,40,125228,61,0,0,0,0,5711.82,63.39648
6/2/2020,5:11:30,269775,50,298133,96,132599,2,125228,0,0,0,0,0,5711.82,0
6/2/2020,13:41:30,269871,96,298457,322,132809,209,125454,225,0,0,0,0,5871.943,159.1455
6/2/2020,22:11:29,269946,74,298944,486,132852,44,125531,78,0,0,0,0,5939.755,68.78955
6/3/2020,5:11:28,269995,49,299066,124,132854,2,125531,0,0,0,0,0,5939.755,0
6/3/2020,13:41:27,270088,93,299389,321,133052,197,125742,209,0,0,0,0,6098.931,158.2026
6/3/2020,22:11:27,270169,82,299859,470,133134,83,125881,140,0,0,0,0,6209.61,111.6523
6/4/2020,5:11:26,270218,49,300027,169,133137,3,125881,0,0,0,0,0,6209.61,0
6/4/2020,13:41:25,270317,98,300377,349,133360,222,126126,243,0,0,0,0,6385.625,175.0327
6/4/2020,22:11:25,270391,75,300806,428,133436,77,126242,118,0,0,0,0,6483.221,98.33154
6/5/2020,5:11:24,270438,47,300859,55,133441,5,126242,0,29248,29248,918227,918227,6483.221,0
6/5/2020,13:41:23,270538,100,301206,345,133652,210,126488,245,29250,2,919261,1025,6655.892,171.6895
6/5/2020,22:11:22,270623,84,301680,472,133733,81,126620,133,29252,2,920419,1162,6759.662,104.7515
6/6/2020,5:11:22,270673,50,301809,131,133737,3,126620,0,29254,2,920788,373,6759.662,0
6/6/2020,13:41:21,270769,96,302160,349,133957,220,126876,255,29256,2,921868,1076,6935.173,174.542
6/6/2020,22:11:20,270852,83,302629,469,134041,85,127018,143,29258,2,923010,1142,7044.825,110.6216
6/7/2020,5:11:20,270902,49,302813,186,134045,4,127018,0,29260,2,923421,414,7044.825,0
6/7/2020,13:41:19,270974,73,302822,9,134048,3,127018,0,29262,2,923552,130,7044.825,0
6/7/2020,22:11:18,271049,75,302831,9,134050,2,127018,0,29264,2,924087,528,7044.825,0
6/8/2020,5:11:17,271103,54,302838,7,134053,3,127018,0,29266,2,924495,408,7044.825,0
6/8/2020,13:41:17,271211,107,303161,321,134267,213,127247,228,29268,2,925590,1093,7202.752,156.9424
6/8/2020,22:11:16,271309,98,303622,460,134360,94,127404,158,29270,2,927205,1624,7326.074,124.0596
6/9/2020,5:11:15,271363,55,303847,227,134363,3,127404,0,29272,2,927681,476,7326.074,0
6/9/2020,13:41:15,271467,104,304168,319,134570,206,127633,228,29274,2,929180,1489,7486.111,159.3071
6/9/2020,22:11:14,271558,91,304633,465,134663,94,127785,153,29276,2,931058,1878,7607.229,121.8481
6/10/2020,5:11:13,271613,54,304892,261,134666,3,127785,0,29278,2,931618,567,7607.229,0
6/10/2020,13:41:13,271707,95,305211,319,134856,190,127931,146,29280,2,932919,1297,7676.11,68.88135
6/10/2020,22:11:12,271807,99,305578,365,134972,116,128086,155,29282,2,934532,1608,7823.181,147.0708
6/11/2020,5:11:11,271861,55,305852,276,134976,3,128086,0,29283,1,935070,542,7823.181,0
6/11/2020,13:41:11,271962,101,306173,319,135162,186,128310,223,29285,2,936679,1603,7983.995,159.8481
6/11/2020,22:11:10,272058,95,306632,459,135262,101,128473,164,29287,2,938687,2008,8118.584,135.5552
6/12/2020,5:11:10,272111,54,306953,323,135265,3,128473,0,29289,2,939348,669,8118.584,0
6/12/2020,13:41:09,272210,99,307263,308,135465,199,128700,227,29291,2,941022,1664,8274.835,155.2759
6/12/2020,22:11:09,272308,98,307716,453,135575,111,128884,184,29293,2,943108,2091,8416.586,142.7256
6/13/2020,5:11:08,272361,53,308066,351,135578,3,128884,0,29295,2,943879,771,8416.586,0
6/13/2020,13:41:07,272463,101,308376,308,135804,225,129104,218,29297,2,945525,1642,8573.485,155.9346
6/13/2020,22:11:07,272561,98,308833,457,135918,114,129290,188,29299,2,946983,1462,8718.763,146.2422
6/14/2020,5:11:06,272613,53,309096,265,135921,3,129290,0,29300,1,947612,624,8718.763,0
6/14/2020,13:41:05,272679,66,309105,9,135924,3,129290,0,29302,2,948382,778,8718.763,0
6/14/2020,22:11:05,272750,70,309114,8,135927,3,129290,0,29305,3,949564,1182,8718.763,0
6/15/2020,5:11:05,272803,53,309121,8,135962,34,129290,0,29306,1,950211,647,8718.763,0
6/15/2020,13:41:04,272918,114,309580,457,136185,224,129556,265,29308,2,952223,2011,8863.575,144.0928
6/15/2020,22:11:04,273002,85,310051,470,136239,54,129642,87,29310,2,953701,1479,8956.365,93.50977
6/16/2020,5:11:03,273055,53,310266,217,136267,27,129642,0,29312,2,954246,536,8956.365,0
6/16/2020,13:41:02,273170,114,310673,406,136493,226,129944,302,29314,2,956082,1833,9169.409,212.0791
6/16/2020,22:11:02,273246,77,311158,484,136523,30,129962,18,29316,2,957629,1557,9223.714,55.02832
6/17/2020,5:11:01,273298,52,311390,234,136550,27,129962,0,29318,2,958342,709,9223.714,0
6/17/2020,13:41:01,273399,101,311725,333,136769,218,130196,233,29320,2,960041,1693,9395.128,170.4355
6/17/2020,22:11:00,273489,90,312188,463,136854,86,130325,130,29322,2,962002,1969,9509.701,115.3076
6/18/2020,5:11:00,273541,52,312509,323,136880,26,130325,0,29324,2,962639,633,9509.701,0
6/18/2020,13:40:59,273651,109,312918,408,137104,223,130629,303,29326,2,964512,1867,9725.805,215.1357
6/18/2020,22:10:58,273733,82,313266,347,137147,44,130696,68,29327,1,966221,1708,9809.331,84.49414
6/19/2020,5:10:59,273787,55,313655,391,137174,27,130696,0,29329,2,967076,864,9809.331,0
6/19/2020,13:40:58,273900,112,314061,404,137397,222,131015,317,29331,2,968754,1668,10024.07,213.7666
6/19/2020,22:10:58,273989,90,314542,481,137442,46,131092,78,29333,2,970340,1587,10093.58,70.24121
6/20/2020,5:10:57,274046,57,314735,195,137473,30,131092,0,29335,2,971011,671,10093.58,0
6/20/2020,13:40:57,274164,117,315152,415,137696,223,131399,305,29337,2,972805,1792,10311.31,216.7559
6/20/2020,22:10:56,274247,83,315632,479,137744,49,131464,66,29339,2,974338,1541,10377.95,67.6123
6/21/2020,5:10:56,274304,57,315805,174,137753,9,131464,0,29341,2,975023,685,10377.95,0
6/21/2020,13:40:55,274382,78,315813,8,137757,4,131464,0,29343,2,975677,654,10377.95,0
6/21/2020,22:10:55,274448,66,315820,7,137760,3,131464,0,29345,2,976664,983,10377.95,0
6/22/2020,5:10:54,274502,54,315827,7,137797,36,131464,0,29346,1,977083,422,10377.95,0
6/22/2020,13:40:54,274614,111,316178,349,138025,228,131729,264,29348,2,978435,1343,10553.64,174.7344
6/22/2020,22:10:53,274696,82,316661,482,138069,45,131795,67,29351,3,979738,1311,10620.25,67.56934
6/23/2020,5:10:53,274752,57,316796,137,138098,28,131795,0,29352,1,980412,668,10620.25,0
6/23/2020,13:40:52,274875,123,317211,413,138328,230,132095,299,29354,2,982145,1728,10836.39,215.1777
6/23/2020,22:10:52,274961,86,317673,461,138395,68,132136,42,29356,2,983544,1404,10943.84,108.1729
6/24/2020,5:10:52,275018,57,317953,282,138423,27,132136,0,29358,2,984257,717,10943.84,0
6/24/2020,13:40:51,275140,121,318370,415,138650,226,132438,300,29360,2,986023,1762,11162.93,218.1094
6/24/2020,22:10:51,275241,102,318823,453,138747,97,132504,67,29362,2,986932,912,11309.6,147.4072
6/25/2020,5:10:50,275306,64,318982,159,138837,89,132519,15,29364,2,987384,448,11367.31,56.7334
6/25/2020,13:40:50,275421,116,319420,438,139063,226,132845,325,29366,2,989138,1748,11615.64,248.3359
6/25/2020,22:10:49,275518,97,319869,450,139160,98,132941,97,29368,2,990515,1377,11740.96,126.2842
6/26/2020,5:10:49,275574,56,319877,8,139191,30,132941,0,29370,2,991156,649,11740.96,0
6/26/2020,13:40:49,275695,121,320284,405,139420,229,133270,328,29372,2,992923,1757,11954.25,212.3203
6/26/2020,22:10:48,275793,98,320691,407,139509,90,133348,79,29374,2,994461,1543,12092.78,139.2646
6/27/2020,5:10:48,275849,56,321067,378,139537,28,133348,0,29375,1,995197,735,12092.78,0
6/27/2020,13:40:48,275964,114,321450,381,139773,235,133665,316,29377,2,997088,1885,12295.34,201.5947
6/27/2020,22:10:48,276064,101,321906,456,139891,119,133753,89,29379,2,998911,1833,12432.82,138.4375
6/28/2020,5:10:47,276120,56,322218,313,139897,6,133753,0,29381,2,999728,811,12432.82,0
6/28/2020,13:40:47,276198,78,322227,9,139900,3,133753,0,29383,2,731,4293968303,12432.82,0
6/28/2020,22:10:47,276265,67,322236,9,139903,3,133753,0,29385,2,2093,1354,12432.82,0
6/29/2020,5:10:47,276321,55,322243,7,139948,44,133753,0,29387,2,2708,618,12432.82,0
6/29/2020,13:40:47,276441,121,322663,418,140185,237,134080,326,29389,2,4564,1851,12651.94,218.1543
6/29/2020,22:10:46,276529,88,323113,450,140277,93,134152,73,29391,2,6017,1453,12772.47,121.502
6/30/2020,5:10:46,276585,56,323435,324,140307,30,134152,0,29393,2,6564,554,12772.47,0
6/30/2020,13:40:46,276689,104,323833,396,140518,210,134287,134,29395,2,7788,1214,12970.74,197.2969
6/30/2020,22:10:46,276781,92,324027,196,140598,81,134426,140,29397,2,9378,1590,13071.98,101.9639
7/1/2020,5:10:45,276837,56,324034,7,140632,33,134432,6,29398,1,10096,722,13071.98,0
7/1/2020,13:40:45,276951,113,324449,413,140869,237,134765,331,29400,2,12010,1908,13288.58,215.6357
7/1/2020,22:10:45,277051,101,324908,459,140956,88,134835,72,29402,2,13633,1626,13419.67,131.8174
7/2/2020,5:10:45,277108,56,325238,332,140993,36,134835,0,29404,2,14441,808,13419.67,0
7/2/2020,13:40:45,277220,112,325645,405,141231,238,135173,336,29406,2,16325,1878,13636.17,215.7666
7/2/2020,22:10:45,277327,107,326092,446,141317,87,135268,97,29408,2,18215,1895,13776.74,141.2998
7/3/2020,5:10:44,277383,57,326498,408,141350,33,135268,0,29410,2,18971,751,13776.74,0
7/3/2020,13:40:44,277497,113,326903,404,141589,238,135578,309,29412,2,20944,1971,13994.28,216.5781
7/3/2020,22:10:44,277605,108,327299,397,141767,179,135663,85,29414,2,22922,1987,14188.69,195.374
7/4/2020,5:10:44,277661,56,327306,7,141800,32,135663,0,29416,2,23701,779,14188.69,0
7/4/2020,13:40:44,277780,119,327726,418,142035,235,135990,326,29418,2,25361,1650,14411.44,221.791
7/4/2020,22:10:44,277874,94,328112,386,142107,72,136057,68,29420,2,26793,1433,14524.42,113.9385
7/5/2020,5:10:43,277931,56,328380,270,142113,6,136057,0,29421,1,27318,533,14524.42,0
7/5/2020,13:40:43,278008,78,328389,9,142116,3,136057,0,29423,2,27801,483,14524.42,0
7/5/2020,22:10:42,278076,68,328398,9,142119,3,136057,0,29425,2,28671,866,14524.42,0
7/6/2020,5:10:42,278132,56,328405,7,142156,37,136057,0,29427,2,29348,681,14524.42,0
7/6/2020,13:40:42,278253,120,328815,409,142393,236,136382,323,29429,2,31025,1668,14737.94,212.5557
7/6/2020,22:10:42,278346,93,329276,460,142461,69,136413,33,29431,2,32357,1340,14849.62,112.6484
7/7/2020,5:10:41,278401,56,329515,240,142498,37,136413,0,29433,2,33023,662,14849.62,0
7/7/2020,13:40:41,278519,118,329943,426,142730,232,136764,349,29435,2,34856,1828,15078.48,227.9004
7/7/2020,22:10:41,278605,85,330275,334,142785,55,136828,66,29437,2,36199,1348,15149.65,72.12305
7/8/2020,5:10:41,278661,57,330282,7,142821,35,136828,0,29439,2,36676,481,15149.65,0
7/8/2020,13:40:40,278776,114,330694,411,143052,231,137154,325,29441,2,38061,1376,15364.59,213.9658
7/8/2020,22:10:40,278861,86,331176,481,143092,41,137218,65,29443,2,39053,1000,15428.42,64.55859
